"date","location","gender","sociodemographics","indicators","statistics","scale","value"
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 1 or 2","Percentage of persons","units","28.2"
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 1 or 2","Percentage of persons","units","26.8"
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 1 or 2","Percentage of persons","units","28.8"
"2022-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 1 or 2","Number of persons","thousands",
"2022-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 1 or 2","Number of persons","thousands",
"2023-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 1 or 2","Number of persons","thousands",
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 1 or 2","Number of persons","thousands",
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 1 or 2","Number of persons","thousands",
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 1 or 2","Number of persons","thousands",
"2022-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 3","Percentage of persons","units","32.2"
"2022-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 3","Percentage of persons","units","32.3"
"2023-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 3","Percentage of persons","units","23.5"
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 3","Percentage of persons","units","39.4"
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 3","Percentage of persons","units","33.7"
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 3","Percentage of persons","units","40.0"
"2022-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 3","Number of persons","thousands","178"
"2022-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 3","Number of persons","thousands","167"
"2023-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 3","Number of persons","thousands",
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 3","Number of persons","thousands","172"
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 3","Number of persons","thousands",
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 3","Number of persons","thousands","240"
"2022-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 4 or 5","Percentage of persons","units","42.5"
"2022-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 4 or 5","Percentage of persons","units","39.6"
"2023-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 4 or 5","Percentage of persons","units","44.6"
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 4 or 5","Percentage of persons","units","32.4"
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 4 or 5","Percentage of persons","units","39.5"
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 4 or 5","Percentage of persons","units","31.2"
"2022-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 4 or 5","Number of persons","thousands","235"
"2022-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 4 or 5","Number of persons","thousands","205"
"2023-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 4 or 5","Number of persons","thousands",
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 4 or 5","Number of persons","thousands",
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 4 or 5","Number of persons","thousands","190"
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the school system rating of 4 or 5","Number of persons","thousands",
"2022-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Percentage of persons","units","47.9"
"2022-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Percentage of persons","units","43.2"
"2023-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Percentage of persons","units","42.8"
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Percentage of persons","units","52.5"
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Percentage of persons","units","51.4"
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Percentage of persons","units","53.2"
"2022-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Number of persons","thousands","265"
"2022-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Number of persons","thousands","225"
"2023-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Number of persons","thousands",
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Number of persons","thousands","230"
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Number of persons","thousands","246"
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Number of persons","thousands","315"
"2022-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 3","Percentage of persons","units","26.4"
"2022-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 3","Percentage of persons","units","34.0"
"2023-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 3","Percentage of persons","units","37.6"
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 3","Percentage of persons","units","26.3"
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 3","Percentage of persons","units","27.6"
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 3","Percentage of persons","units","30.0"
"2022-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 3","Number of persons","thousands",
"2022-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 3","Number of persons","thousands",
"2023-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 3","Number of persons","thousands",
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 3","Number of persons","thousands",
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 3","Number of persons","thousands",
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 3","Number of persons","thousands",
"2022-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Percentage of persons","units","25.7"
"2022-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Percentage of persons","units","22.8"
"2023-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Percentage of persons","units","19.7"
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Percentage of persons","units","21.3"
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Percentage of persons","units","21.0"
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Percentage of persons","units","16.8"
"2022-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Number of persons","thousands",
"2022-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Number of persons","thousands",
"2023-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Number of persons","thousands",
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Number of persons","thousands",
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Number of persons","thousands",
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Number of persons","thousands",
"2022-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Percentage of persons","units","41.8"
"2023-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Percentage of persons","units","41.6"
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Percentage of persons","units","37.6"
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Percentage of persons","units","38.2"
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Percentage of persons","units","37.0"
"2022-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Number of persons","thousands","217"
"2023-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Number of persons","thousands",
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Number of persons","thousands",
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Number of persons","thousands",
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Number of persons","thousands",
"2022-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 3","Percentage of persons","units","39.0"
"2023-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 3","Percentage of persons","units","31.8"
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 3","Percentage of persons","units","37.3"
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 3","Percentage of persons","units","31.8"
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 3","Percentage of persons","units","35.9"
"2022-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 3","Number of persons","thousands","203"
"2023-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 3","Number of persons","thousands",
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 3","Number of persons","thousands",
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 3","Number of persons","thousands",
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 3","Number of persons","thousands",
"2022-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Percentage of persons","units","19.2"
"2023-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Percentage of persons","units","26.6"
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Percentage of persons","units","25.1"
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Percentage of persons","units","30.0"
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Percentage of persons","units","27.1"
"2022-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Number of persons","thousands",
"2023-04","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Number of persons","thousands",
"2023-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Number of persons","thousands",
"2024-07","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Number of persons","thousands",
"2024-10","Canada (excluding territories)","Women","Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Number of persons","thousands",
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 1 or 2","Percentage of persons","units","12.7"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 1 or 2","Percentage of persons","units","13.7"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 1 or 2","Percentage of persons","units","13.0"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 1 or 2","Percentage of persons","units","11.3"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 1 or 2","Percentage of persons","units","11.6"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 1 or 2","Percentage of persons","units","12.7"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 1 or 2","Number of persons","thousands","1965"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 1 or 2","Number of persons","thousands","2139"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 1 or 2","Number of persons","thousands","2045"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 1 or 2","Number of persons","thousands","1825"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 1 or 2","Number of persons","thousands","1912"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 1 or 2","Number of persons","thousands","2095"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 3","Percentage of persons","units","22.4"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 3","Percentage of persons","units","22.1"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 3","Percentage of persons","units","25.8"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 3","Percentage of persons","units","23.4"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 3","Percentage of persons","units","22.5"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 3","Percentage of persons","units","21.1"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 3","Number of persons","thousands","3470"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 3","Number of persons","thousands","3443"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 3","Number of persons","thousands","4061"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 3","Number of persons","thousands","3768"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 3","Number of persons","thousands","3707"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 3","Number of persons","thousands","3480"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 4 or 5","Percentage of persons","units","64.9"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 4 or 5","Percentage of persons","units","64.2"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 4 or 5","Percentage of persons","units","61.2"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 4 or 5","Percentage of persons","units","65.3"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 4 or 5","Percentage of persons","units","65.9"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 4 or 5","Percentage of persons","units","66.1"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 4 or 5","Number of persons","thousands","10050"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 4 or 5","Number of persons","thousands","10016"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 4 or 5","Number of persons","thousands","9619"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 4 or 5","Number of persons","thousands","10525"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 4 or 5","Number of persons","thousands","10850"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the police rating of 4 or 5","Number of persons","thousands","10889"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 1 or 2","Percentage of persons","units","19.9"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 1 or 2","Percentage of persons","units","22.7"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 1 or 2","Percentage of persons","units","23.5"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 1 or 2","Percentage of persons","units","19.9"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 1 or 2","Percentage of persons","units","20.9"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 1 or 2","Percentage of persons","units","21.8"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","3063"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","3527"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","3656"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","3198"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","3419"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","3559"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 3","Percentage of persons","units","32.6"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 3","Percentage of persons","units","30.8"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 3","Percentage of persons","units","35.1"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 3","Percentage of persons","units","32.2"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 3","Percentage of persons","units","29.2"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 3","Percentage of persons","units","29.2"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 3","Number of persons","thousands","5017"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 3","Number of persons","thousands","4789"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 3","Number of persons","thousands","5467"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 3","Number of persons","thousands","5158"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 3","Number of persons","thousands","4787"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 3","Number of persons","thousands","4765"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","47.6"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","46.5"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","41.4"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","47.9"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","49.9"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","49.0"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","7325"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","7232"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","6448"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","7685"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","8168"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","8007"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 1 or 2","Percentage of persons","units","15.9"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 1 or 2","Percentage of persons","units","18.6"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 1 or 2","Percentage of persons","units","19.9"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 1 or 2","Percentage of persons","units","20.3"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 1 or 2","Percentage of persons","units","20.1"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 1 or 2","Percentage of persons","units","18.9"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 1 or 2","Number of persons","thousands","2440"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 1 or 2","Number of persons","thousands","2881"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 1 or 2","Number of persons","thousands","3082"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 1 or 2","Number of persons","thousands","3239"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 1 or 2","Number of persons","thousands","3263"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 1 or 2","Number of persons","thousands","3082"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 3","Percentage of persons","units","32.6"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 3","Percentage of persons","units","33.1"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 3","Percentage of persons","units","35.7"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 3","Percentage of persons","units","34.2"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 3","Percentage of persons","units","33.2"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 3","Percentage of persons","units","36.0"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 3","Number of persons","thousands","5009"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 3","Number of persons","thousands","5134"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 3","Number of persons","thousands","5535"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 3","Number of persons","thousands","5464"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 3","Number of persons","thousands","5403"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 3","Number of persons","thousands","5856"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 4 or 5","Percentage of persons","units","51.6"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 4 or 5","Percentage of persons","units","48.3"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 4 or 5","Percentage of persons","units","44.5"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 4 or 5","Percentage of persons","units","45.6"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 4 or 5","Percentage of persons","units","46.7"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 4 or 5","Percentage of persons","units","45.0"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 4 or 5","Number of persons","thousands","7926"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 4 or 5","Number of persons","thousands","7494"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 4 or 5","Number of persons","thousands","6896"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 4 or 5","Number of persons","thousands","7284"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 4 or 5","Number of persons","thousands","7599"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the school system rating of 4 or 5","Number of persons","thousands","7327"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Percentage of persons","units","30.1"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Percentage of persons","units","31.5"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Percentage of persons","units","34.8"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Percentage of persons","units","35.3"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Percentage of persons","units","34.8"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Percentage of persons","units","36.2"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Number of persons","thousands","4637"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Number of persons","thousands","4890"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Number of persons","thousands","5420"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Number of persons","thousands","5651"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Number of persons","thousands","5681"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 1 or 2","Number of persons","thousands","5908"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 3","Percentage of persons","units","35.5"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 3","Percentage of persons","units","35.1"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 3","Percentage of persons","units","36.7"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 3","Percentage of persons","units","35.3"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 3","Percentage of persons","units","33.4"
